# Citilinc geofenced bus stops, transcribed from the NMPML RTI reply
# (letter 3120/2026, 17 Aug 2026), annexure pages 137-166 of 198.
# The PDF is a 300 DPI scan with no text layer, so this table was read
# off the page rather than parsed. sr is the source table's own row number.
# sr|depot|city|name|lat|lon
1043|Nashik Road Depot|Nashik|R.P.F Center|19.95118|73.86689
1044|Nashik Road Depot|Nashik|Mungasara Gaon|20.05976|73.72237
1045|Nashik Road Depot|Nashik|Municipal Command|20.07494|73.80553
1046|Nashik Road Depot|Nashik|JaiBhavani Krushi Seva|20.05458|73.73353
1047|Nashik Road Depot|Nashik|Munjaba Mandir|20.03485|73.78295
1048|Nashik Road Depot|Nashik|Tourists Baba|19.97743|73.83968
1049|Nashik Road Depot|Nashik|Jayalakshmi Mata Chowk|19.98110|73.79284
1050|Nashik Road Depot|Nashik|Jaulke Phata (D)|20.06921|73.89973
1051|Nashik Road Depot|Nashik|Muralidhar City|19.95560|73.76148
1052|Nashik Road Depot|Nashik|Toyota Showroom|19.95837|73.76063
1053|Nashik Road Depot|Nashik|Jaulke Phata (U)|20.06960|73.89980
1054|Nashik Road Depot|Nashik|Jawahar Phata|19.93756|73.53597
1055|Nashik Road Depot|Nashik|Murambi Phata|19.84727|73.64563
1056|Nashik Road Depot|Nashik|Tractor House|19.99765|73.80242
1057|Nashik Road Depot|Nashik|Jatra Hotel 2|20.02482|73.84198
1058|Nashik Road Depot|Nashik|Jatra Hotel (Nandur)|20.02508|73.84200
1059|Nashik Road Depot|Nashik|Murambi|19.84968|73.64350
1060|Nashik Road Depot|Nashik|Civil Hospital (D)|19.99614|73.77965
1061|Nashik Road Depot|Nashik|Jatra Hotel (D)|20.02552|73.84242
1062|Nashik Road Depot|Nashik|Jatra Hotel (U)|20.02592|73.84221
1063|Nashik Road Depot|Nashik|Vrundavan Nagar (Jatra Hotel)|20.01612|73.84315
1064|Nashik Road Depot|Nashik|Jategaon|19.92266|73.64938
1065|Nashik Road Depot|Nashik|Geetai Lawns|19.99894|73.83095
1066|Tapovan Depot|Nashik|Dakshin Mukhi Hanuman Mandir (U)|19.99345|73.76929
1067|Nashik Road Depot|Nashik|Nagapur Phata (D)|20.01171|73.98409
1068|Nashik Road Depot|Nashik|Nandur Gaon (D)|19.99238|73.84441
1069|Nashik Road Depot|Nashik|Ayodhya Nagar (D)|20.02071|73.82084
1070|Tapovan Depot|Nashik|Janshanti Dham (10va Mail) (D)|20.07513|73.90862
1071|Nashik Road Depot|Nashik|Trimbak Vidhya Mandir|19.97736|73.69382
1072|Nashik Road Depot|Nashik|Janardan Swami Mandir (Khervadi)|20.03995|73.97712
1073|Nashik Road Depot|Nashik|Nandur Naka Jatra Hotel|19.99762|73.84432
1074|Nashik Road Depot|Nashik|Nandur Naka (D)|19.99656|73.84387
1075|Nashik Road Depot|Nashik|Narayan Bapu Nagar|19.97566|73.83502
1076|Nashik Road Depot|Nashik|Adganv Police Station Fata|20.01499|73.82563
1077|Nashik Road Depot|Nashik|Janaki Mangal Karyalaya (D)|20.00911|73.97705
1078|Tapovan Depot|Nashik|Ambad Jalkumbh (D)|19.96319|73.73963
1079|Nashik Road Depot|Nashik|Narayan Nagar|20.02778|73.82572
1080|Nashik Road Depot|Nashik|Ayodhya Colony|19.97732|73.74697
1081|Nashik Road Depot|Nashik|Jakhori Phata|19.94940|73.91984
1082|Nashik Road Depot|Nashik|Jakhori Fata|19.92245|73.91301
1083|Nashik Road Depot|Nashik|Narhari Nagar|19.94958|73.76598
1084|Nashik Road Depot|Nashik|Narsingh Nagar|20.01659|73.75655
1085|Nashik Road Depot|Nashik|Nashik Cluster (U)|19.95976|73.73504
1086|Nashik Road Depot|Nashik|Jakat Naka|20.06678|73.80560
1087|Nashik Road Depot|Nashik|Nashik Road Railway Station|19.94819|73.84135
1088|Nashik Road Depot|Nashik|Renuka Nagar (Ozer)|20.08446|73.91841
1089|Nashik Road Depot|Nashik|Jain Mandir|19.93042|73.72216
1090|Nashik Road Depot|Nashik|New Jakat Naka (U)|20.04661|73.87609
1091|Nashik Road Depot|Nashik|Aviskar|19.98782|73.79051
1092|Tapovan Depot|Nashik|Jain Bhavan (D)|19.94744|73.83384
1093|Nashik Road Depot|Nashik|New Jakat Naka (D)|20.04817|73.87779
1094|Tapovan Depot|Nashik|New Mahindra Gate (U)|19.99468|73.71136
1095|Nashik Road Depot|Nashik|Jail Taki (D)|19.96979|73.84015
1096|Nashik Road Depot|Nashik|Navin Tidke Colony|19.99049|73.77148
1097|Nashik Road Depot|Nashik|Navrachna School|20.01496|73.75441
1098|Tapovan Depot|Nashik|Navsha Ganpati (D)|20.01267|73.74381
1099|Nashik Road Depot|Nashik|Yash Lawns|20.00799|73.83156
1100|Nashik Road Depot|Nashik|Jailroad Bytco|19.95521|73.83816
1101|Nashik Road Depot|Nashik|Jadhav Wasti Pimpalgaon Khamb|19.93430|73.78973
1102|Nashik Road Depot|Nashik|Nayagaon|19.95326|73.96839
1103|Nashik Road Depot|Nashik|Ch. Sambhaji Maharaj Naka 2 (U)|20.01112|73.81047
1104|Nashik Road Depot|Nashik|Jadhav Wasti|19.95178|73.87295
1105|Nashik Road Depot|Nashik|Jadhav Vasti MBA College|20.09304|73.94983
1106|Nashik Road Depot|Nashik|Nehru Nagar (D)|19.96460|73.82371
1107|Nashik Road Depot|Nashik|Jadhav Township (D)|19.97610|73.72383
1108|Nashik Road Depot|Nashik|Jadhav Sankul (D)|19.97328|73.72202
1109|Nashik Road Depot|Nashik|Nehru Nagar|20.00252|73.78690
1110|Tapovan Depot|Nashik|Ch. Sambhaji Maharaj Naka (U)|20.01039|73.81069
1111|Nashik Road Depot|Nashik|Jadhav Packages Gate|19.98374|73.71901
1112|Nashik Road Depot|Nashik|Neva Hospital|20.04348|73.77912
1113|Nashik Road Depot|Nashik|Jamal (D)|19.91396|73.83309
1114|Tapovan Depot|Nashik|Trimurti Chowk (U)|19.98473|73.75707
1115|Nashik Road Depot|Nashik|I.T.I. Signal|19.99235|73.74970
1116|Nashik Road Depot|Nashik|Nimani Stop|20.01116|73.79635
1117|Tapovan Depot|Nashik|Nimani|20.01178|73.79683
1118|Nashik Road Depot|Nashik|Nimse Bungla (D)|19.99909|73.83660
1119|Nashik Road Depot|Nashik|Adarsh|19.97109|73.76881
1120|Nashik Road Depot|Nashik|ITI (Satpur) (D)|19.99287|73.74811
1121|Nashik Road Depot|Nashik|Ingole Society (D)|19.96999|73.71859
1122|Nashik Road Depot|Nashik|Nimse Bungla (U)|19.99925|73.83668
1123|Nashik Road Depot|Nashik|Ch. Sambhaji Maharaj Naka (D)|20.01038|73.81129
1124|Nashik Road Depot|Nashik|Indrayani Society (U)|19.97951|73.81763
1125|Nashik Road Depot|Nashik|Nirmala Convent School|20.01914|73.76171
1126|Nashik Road Depot|Nashik|Nirmal Ashram (D)|19.90901|73.70329
1127|Nashik Road Depot|Nashik|Indraprasth Nagar Peth Rd|20.05744|73.78550
1128|Nashik Road Depot|Nashik|Nirmal Ashram (U)|19.90891|73.70353
1129|Nashik Road Depot|Nashik|Amruta Tarle Vasti (Saikheda) (D)|20.01373|73.99876
1130|Nashik Road Depot|Nashik|Indian Petrol Pump|19.97302|73.72822
1131|Nashik Road Depot|Nashik|Satpur Manpa Vibhagiya Karyalaya (D)|19.99134|73.73710
1132|Nashik Road Depot|Nashik|Aurangabad Naka CBS. Road|20.01060|73.80991
1133|Nashik Road Depot|Nashik|Indiranagar Bogda|19.98164|73.78161
1134|Nashik Road Depot|Nashik|Trimurti Nagar (U)|20.01411|73.80626
1135|Nashik Road Depot|Nashik|Aayesha Nagar 1 (U)|19.99154|73.79364
1136|Nashik Road Depot|Nashik|Odha (D)|19.99702|73.90681
1137|Nashik Road Depot|Nashik|Indiranagar|19.98358|73.89693
1138|Nashik Road Depot|Nashik|Indigo Park (U)|19.98470|73.77398
1139|Nashik Road Depot|Nashik|Old Gangapur Naka|20.00890|73.77209
1140|Nashik Road Depot|Nashik|Audumber Nagar|19.97177|73.76801
1141|Tapovan Depot|Nashik|Indian Tool (U)|19.99604|73.73051
1142|Nashik Road Depot|Nashik|Ichhamani Mandir|19.97084|73.82232
1143|Nashik Road Depot|Nashik|Oney (U)|20.07846|74.00141
1144|Nashik Road Depot|Nashik|Trimbakeshwar (Police Station)|19.93694|73.53270
1145|Nashik Road Depot|Nashik|ESI Hospital (U)|19.99087|73.73402
1146|Nashik Road Depot|Nashik|Harianand City|19.94265|73.77714
1147|Nashik Road Depot|Nashik|Upnagar Colony (D)|19.97328|73.82522
1148|Nashik Road Depot|Nashik|Other Police Checkpoint|19.96807|73.81947
1149|Nashik Road Depot|Nashik|Ozar Airforce Gate|20.09901|73.92776
1150|Nashik Road Depot|Nashik|Tulja Bhawani Mandir (U)|19.95357|73.82495
1151|Nashik Road Depot|Nashik|HPT College (U)|20.00679|73.76005
1152|Nashik Road Depot|Nashik|Ozar Stand|20.09645|73.92706
1153|Tapovan Depot|Nashik|Pavan Nagar (D)|19.97447|73.75573
1154|Nashik Road Depot|Nashik|H.P. Petrol Pump (D)|19.99975|73.93177
1155|Nashik Road Depot|Nashik|Palade Mala|19.92889|73.80843
1156|Tapovan Depot|Nashik|Palse (U)|19.92607|73.87664
1157|Tapovan Depot|Nashik|Palse (D)|19.92593|73.87643
1158|Nashik Road Depot|Nashik|Wavare Nagar (U)|19.98001|73.74743
1159|Nashik Road Depot|Nashik|Hotel Sai Surya|19.87963|73.94508
1160|Nashik Road Depot|Nashik|Panchakarma Residence|19.94634|73.75636
1161|Nashik Road Depot|Nashik|Panchakarma Residency|19.94426|73.75660
1162|Nashik Road Depot|Nashik|Panchavati College|20.00511|73.80356
1163|Nashik Road Depot|Nashik|H.A.L. Gate|20.10304|73.93729
1164|Nashik Road Depot|Nashik|Panchavati Depot (U)|20.00911|73.80458
1165|Nashik Road Depot|Nashik|Panchavati Karanja 1 (U)|20.00979|73.79463
1166|Nashik Road Depot|Nashik|Audumber Lawns|20.03201|73.81130
1167|Nashik Road Depot|Nashik|Hirawadi Fata (U)|20.02252|73.81539
1168|Nashik Road Depot|Nashik|Panchavati Karanja (D)|20.01006|73.79376
1169|Tapovan Depot|Nashik|Panchayat Samiti (U)|19.99458|73.76850
1170|Nashik Road Depot|Nashik|Panchkrushan Lawns (U)|20.02387|73.84660
1171|Nashik Road Depot|Nashik|United Weigh Bridge|19.92065|73.90826
1172|Nashik Road Depot|Nashik|Hirawadi (U)|20.01722|73.80922
1173|Tapovan Depot|Nashik|Hinganavedhe Phata Pune Bypass (D)|19.99960|73.92494
1174|Nashik Road Depot|Nashik|Panchkrushan Lawns|20.02406|73.84655
1175|Tapovan Depot|Nashik|Untwadi (U)|19.98825|73.76010
1176|Nashik Road Depot|Nashik|Hinganweda|19.97322|73.92597
1177|Nashik Road Depot|Nashik|Hindustan Nagar|20.03788|73.90054
1178|Nashik Road Depot|Nashik|Panchavati Depot Corner (D)|20.00946|73.80583
1179|Nashik Road Depot|Nashik|Upnagar (U)|19.96869|73.81897
1180|Nashik Road Depot|Nashik|Prathamik Arogya Kendra / Belgoan Dhaga|19.96590|73.69025
1181|Tapovan Depot|Nashik|Panchavati Depot Corner (U)|20.00921|73.80553
1182|Nashik Road Depot|Nashik|Falke Smarak (U)|19.94615|73.74693
1183|Nashik Road Depot|Nashik|Hanuman Nagar (D)|20.01900|73.83131
1184|Nashik Road Depot|Nashik|Garware (Ambad Road) (U)|19.94405|73.74451
1185|Nashik Road Depot|Nashik|Pandav Nagari (U)|19.96047|73.77791
1186|Nashik Road Depot|Nashik|Pandurang Chowk (U)|19.94963|73.76251
1187|Nashik Road Depot|Nashik|Hanuman Nagar (Mhasrul Rd)|20.01988|73.83149
1188|Tapovan Depot|Nashik|Atul Dairy (U)|19.96487|73.75355
1189|Nashik Road Depot|Nashik|Hanuman Nagar (Kherwadi Rd)|20.04891|73.96581
1190|Nashik Road Depot|Nashik|Pani Tanki|20.00076|73.75380
1191|Nashik Road Depot|Nashik|Paper Machine|20.00050|73.73062
1192|Nashik Road Depot|Nashik|Parekh Farm|19.97186|73.68636
1193|Nashik Road Depot|Nashik|Hanuman Nagar 1|20.01896|73.83172
1194|Nashik Road Depot|Nashik|Wear House / Kaliya Company|20.06353|73.89226
1195|Tapovan Depot|Nashik|Dakshin Mukhi Hanuman Mandir (D)|19.99347|73.76878
1196|Tapovan Depot|Nashik|Parijat Nagar (U)|20.00306|73.75449
1197|Nashik Road Depot|Nashik|Dyaneshwar Nagar (U)|19.95197|73.76856
1198|Nashik Road Depot|Nashik|Ashwin Nagar (D)|19.95915|73.76084
1199|Nashik Road Depot|Nashik|Guru Govindsingh College (D)|19.95884|73.77725
1200|Nashik Road Depot|Nashik|Park Side (Hanuman Nagar)|20.01613|73.83205
1201|Nashik Road Depot|Nashik|Park Side Aurangabad Road|20.01648|73.83190
1202|Nashik Road Depot|Nashik|Park Side (D)|19.95215|73.77554
1203|Tapovan Depot|Nashik|Upendra Nagar (U)|19.96364|73.75385
1204|Nashik Road Depot|Nashik|Gupta Hospital|19.92824|73.87137
1205|Nashik Road Depot|Nashik|Canol (Mukt Vidyapeeth)|20.02568|73.69762
1206|Nashik Road Depot|Nashik|Paste Phata (Aadva Phata) (U)|19.84773|73.98941
1207|Nashik Road Depot|Nashik|AMRO College (D)|19.90264|73.69933
1208|Nashik Road Depot|Nashik|Pathardi Phata 2 (U)|19.95714|73.75926
1209|Nashik Road Depot|Nashik|Urdu Shalaa|19.99002|73.81520
1210|Tapovan Depot|Nashik|Govind Nagar (U)|19.98228|73.78174
1211|Nashik Road Depot|Nashik|Government Polytechnic|19.95143|73.86211
1212|Nashik Road Depot|Nashik|Pathardi Gaon (U)|19.94426|73.77484
1213|Nashik Road Depot|Nashik|Usmaniya Chowk|19.98988|73.79699
1214|Nashik Road Depot|Nashik|Govardhan|20.02965|73.71216
1215|Nashik Road Depot|Nashik|Kaman (No. 6 Chari) (U)|19.99944|73.85911
1216|Nashik Road Depot|Nashik|Goti Phata|19.84238|73.99561
1217|Nashik Road Depot|Nashik|Pathardi Phata (D)|19.95724|73.75857
1218|Nashik Road Depot|Nashik|Gopal Temple|19.99013|73.79762
1219|Nashik Road Depot|Nashik|Ashok Stambh / Gole Colony|20.00600|73.78200
1220|Nashik Road Depot|Nashik|Govind City|19.93137|73.81124
1221|Nashik Road Depot|Nashik|Mate Mala|19.85011|73.65186
1222|Tapovan Depot|Nashik|Pavan Nagar (U)|19.97422|73.75475
1223|Nashik Road Depot|Nashik|Tale / Pahine Phata (U)|19.94480|73.55122
1224|Nashik Road Depot|Nashik|Glaxo Company (U)|19.94923|73.73858
1225|Nashik Road Depot|Nashik|Gite Mala|19.93028|73.93529
1226|Nashik Road Depot|Nashik|Tale / Pahine Phata (D)|19.94492|73.55117
1227|Nashik Road Depot|Nashik|Takali Goan|19.98766|73.81752
1228|Tapovan Depot|Nashik|Ashokstambh (D)|20.00605|73.78434
1229|Nashik Road Depot|Nashik|Girnare|20.07140|73.66347
1230|Nashik Road Depot|Nashik|Perfect Circle|20.00312|73.74052
1231|Tapovan Depot|Nashik|Uttam Nagar (U)|19.96998|73.75379
1232|Nashik Road Depot|Nashik|GymKhana Road (Kanya Vidhyalai) (U)|19.95869|73.83852
1233|Tapovan Depot|Nashik|Abhiyanta Nagar (U)|19.97735|73.75089
1234|Nashik Road Depot|Nashik|Gholap Mala|19.92015|73.66491
1235|Nashik Road Depot|Nashik|Peth Fata|20.01309|73.79300
1236|Nashik Road Depot|Nashik|Gharkul Shivar|19.94624|73.71772
1237|Tapovan Depot|Nashik|Savarkar Nagar (D)|19.98863|73.71909
1238|Nashik Road Depot|Nashik|Gayatri Traders|20.07082|73.67160
1239|Nashik Road Depot|Nashik|P. F. Office|19.98974|73.74944
1240|Tapovan Depot|Nashik|Gaikwad Mala (U)|19.95757|73.82413
1241|Tapovan Depot|Nashik|Gauri Shankar Mangal Karyalaya (U)|19.96758|73.75343
1242|Nashik Road Depot|Nashik|Phule Nagar|19.92977|73.86786
1243|Nashik Road Depot|Nashik|Phule Nagar Nashik Road|19.92998|73.86742
1244|Nashik Road Depot|Nashik|Phule Nagar D (Peth Rd)|20.02053|73.79424
1245|Nashik Road Depot|Nashik|Gaulane Fata (D)|19.93677|73.73585
1246|Nashik Road Depot|Nashik|Phule Nagar (Peth Rd)|20.02055|73.79412
1247|Nashik Road Depot|Nashik|Ram Mandir|19.93147|73.86467
1248|Nashik Road Depot|Nashik|Ashoka School|19.98092|73.79608
1249|Nashik Road Depot|Nashik|Garware (Ozar Road)|20.06125|73.88991
1250|Nashik Road Depot|Nashik|Pimpalad|19.92102|73.67537
1251|Nashik Road Depot|Nashik|Vadala Chowk (D)|19.96838|73.79932
1252|Nashik Road Depot|Nashik|Garware (U)|19.94326|73.74389
1253|Nashik Road Depot|Nashik|Pimpalgaon Bahula (U)|19.98036|73.71089
1254|Nashik Road Depot|Nashik|Garjai Mata|19.91949|73.66855
1255|Nashik Road Depot|Nashik|Mhada / Ashirwad Nagar|19.96759|73.71800
1256|Nashik Road Depot|Nashik|Ganapati Mandir (D)|19.96865|73.80429
1257|Nashik Road Depot|Nashik|Pimpalgaon Bahula|19.98068|73.71110
1258|Nashik Road Depot|Nashik|Pimpalgaon Khamb|19.92811|73.79006
1259|Nashik Road Depot|Nashik|Pimpalgaon Khamb Phata|19.94242|73.78933
1260|Nashik Road Depot|Nashik|Ganjmal (U)|19.99598|73.78807
1261|Nashik Road Depot|Nashik|Sayyad Pimpri Stand (D)|20.04242|73.92842
1262|Nashik Road Depot|Nashik|Pokar Colony|20.03269|73.80519
1263|Nashik Road Depot|Nashik|Vadala Gaon (D)|19.96805|73.79439
1264|Nashik Road Depot|Nashik|Gangotri Vihar|20.01380|73.82568
1265|Nashik Road Depot|Nashik|Police Commissioner (U)|20.00596|73.78003
1266|Nashik Road Depot|Nashik|Krantiveer Vasantrao Naik Chowk (D)|20.00704|73.77174
1267|Tapovan Depot|Nashik|Wadala Naka (D)|19.99402|73.79394
1268|Nashik Road Depot|Nashik|Gangapur Gaon (D)|20.03001|73.71581
1269|Nashik Road Depot|Nashik|Police Parade Grounds Snehbndn|20.00076|73.78018
1270|Nashik Road Depot|Nashik|Gangapur Dam|20.05351|73.68434
1271|Nashik Road Depot|Nashik|Gangapadli|19.99495|73.92543
1272|Nashik Road Depot|Nashik|Gramin Police Vasahat (D)|20.04134|73.84714
1273|Nashik Road Depot|Nashik|Ganesh Nagar Pimpalgaon Khamb|19.94013|73.78951
1274|Nashik Road Depot|Nashik|Power House (U)|19.95144|73.73640
1275|Nashik Road Depot|Nashik|M.S.E.B Power House (D)|20.01582|73.99112
1276|Nashik Road Depot|Nashik|Ashavari Chambers (U)|20.00510|73.76749
1277|Nashik Road Depot|Nashik|Ganesh Mandir (U)|20.01898|73.82368
1278|Nashik Road Depot|Nashik|Prakash Petrol Pump (U)|19.98410|73.78278
1279|Tapovan Depot|Nashik|Krantiveer Vasantrao Naik Chowk (U)|20.00743|73.77093
1280|Nashik Road Depot|Nashik|Maharashtra Police Academy (M.P.A) (D)|19.99461|73.76048
1281|Nashik Road Depot|Nashik|Vadholi Pata (U)|19.95857|73.61297
1282|Nashik Road Depot|Nashik|Gandhi Nagar (D)|19.97336|73.81323
1283|Nashik Road Depot|Nashik|ABB VIP (D)|20.00115|73.72769
1284|Nashik Road Depot|Nashik|Gajpnth Fata|20.05460|73.78717
1285|Nashik Road Depot|Nashik|Gajpanth (U)|20.04419|73.80551
1286|Nashik Road Depot|Nashik|Artilari Centre (U)|19.94691|73.82642
1287|Nashik Road Depot|Nashik|Gajpanth (D)|20.04418|73.80568
1288|Nashik Road Depot|Nashik|Vidya Vikas Circle (D)|20.00922|73.76723
1289|Nashik Road Depot|Nashik|Gajanan Maharaj Mandir (D)|19.93793|73.53668
1290|Nashik Road Depot|Nashik|Pune Road Fata|19.99933|73.92463
1291|Nashik Road Depot|Nashik|Purnima (D)|19.98895|73.79979
1292|Nashik Road Depot|Nashik|Meltron (D)|19.95276|73.75326
1293|Nashik Road Depot|Nashik|Gaikwad Wasti|20.00822|73.84391
1294|Nashik Road Depot|Nashik|Pushkrnagr|19.97823|73.83033
1295|Nashik Road Depot|Nashik|Gade Vasti (Sayyad Pimpri)|20.04583|73.95491
1296|Nashik Road Depot|Nashik|Kala Nagar (U)|19.96940|73.78334
1297|Nashik Road Depot|Nashik|Fravashi School|20.05751|73.68338
1298|Tapovan Depot|Nashik|Raigad Chowk (U)|19.97671|73.75498
1299|Nashik Road Depot|Nashik|Vadholi Phata|19.96034|73.64138
1300|Nashik Road Depot|Nashik|Fortuna|19.95237|73.72920
1301|Nashik Road Depot|Nashik|8 wa Mile Agra Road|19.91630|73.71117
1302|Nashik Road Depot|Nashik|Flora Town|19.96099|73.75178
1303|Nashik Road Depot|Nashik|Raigad Nagar|19.89072|73.69520
1304|Nashik Road Depot|Nashik|Odha Railway Station (D)|19.99770|73.91256
1305|Nashik Road Depot|Nashik|Railway Traction|19.96454|73.85779
1306|Nashik Road Depot|Nashik|FAB Company|19.87088|73.68889
1307|Nashik Road Depot|Nashik|Arogya Vidnyan Vidyapeeth 1|20.07869|73.80513
1308|Tapovan Depot|Nashik|Rajiv Gandhi Bhavan (U)|20.00143|73.77575
1309|Nashik Road Depot|Nashik|TS Digole Petrol Pump (Sinnar) (D)|19.86895|73.95666
1310|Nashik Road Depot|Nashik|Rajiv Nagar (U)|19.96840|73.76981
1311|Nashik Road Depot|Nashik|RajSarathi|19.97092|73.78385
1312|Nashik Road Depot|Nashik|Espalier School|19.97639|73.69208
1313|Nashik Road Depot|Nashik|Rajurbahula|19.91620|73.70043
1314|Nashik Road Depot|Nashik|Ramdas Swami Math|19.98853|73.81664
1315|Nashik Road Depot|Nashik|Ramdas Swami Nagar|19.97662|73.81786
1316|Tapovan Depot|Nashik|Anand Chhaya (D)|19.98944|73.72162
1317|Nashik Road Depot|Nashik|Wadivarhe Prathamik Arogya Kendra|19.85875|73.67418
1318|Tapovan Depot|Nashik|Ram Krishna Nagar (U)|19.96398|73.73158
1319|Nashik Road Depot|Nashik|Vadner|19.93392|73.81101
1320|Nashik Road Depot|Nashik|Electric Board|20.08768|73.96987
1321|Nashik Road Depot|Nashik|Ayesha Nagar (U)|19.99172|73.79318
1322|Nashik Road Depot|Nashik|Electo Company|19.94758|73.72265
1323|Nashik Road Depot|Nashik|Ramkund|20.00763|73.78996
1324|Nashik Road Depot|Nashik|Ektara|20.05430|73.75495
1325|Nashik Road Depot|Nashik|Aringlae Mlaa|19.95440|73.84894
1326|Nashik Road Depot|Nashik|Eklahre Krida Sankul|19.97973|73.87662
1327|Nashik Road Depot|Nashik|Rane Nagar 1 (D)|19.96564|73.76698
1328|Nashik Road Depot|Nashik|Eklahra Post Office|19.98162|73.87619
1329|Nashik Road Depot|Nashik|Valmik Nagar|20.03899|73.91464
1330|Nashik Road Depot|Nashik|Eklahera Gaon|19.99101|73.90110
1331|Nashik Road Depot|Nashik|Rathi Amrai|20.01052|73.77113
1332|Nashik Road Depot|Nashik|Eklahare Dawakhana|19.97980|73.87796
1333|Nashik Road Depot|Nashik|Ravivar Karanja Gangapur Road|20.00634|73.78881
1334|Tapovan Depot|Nashik|Raviwar Karanja (U)|20.00531|73.78762
1335|Nashik Road Depot|Nashik|Vanvaibhav|19.96420|73.77930
1336|Nashik Road Depot|Nashik|Dwarka (D)|19.99334|73.79742
1337|Nashik Road Depot|Nashik|Raviwar Karanja 1 (U)|20.00566|73.78805
1338|Nashik Road Depot|Nashik|Datta Mandir (Nashik Road) (U)|19.95600|73.83500
1339|Nashik Road Depot|Nashik|Datta Mandir (Nashik Road) (D)|19.95676|73.83379
1340|Nashik Road Depot|Nashik|R.D. Circle (D)|19.98647|73.77147
1341|Nashik Road Depot|Nashik|Datta Mandir (Mhada Road) (D)|19.97645|73.72643
1342|Nashik Road Depot|Nashik|Anuradha (U)|19.94696|73.83684
1343|Nashik Road Depot|Nashik|Dutta Mandir Hinganveda Rd|19.96754|73.91744
1344|Nashik Road Depot|Nashik|Reliance Petrol Pump (D)|20.03608|73.80394
1345|Nashik Road Depot|Nashik|Vasali Gaon|19.98250|73.68423
1346|Nashik Road Depot|Nashik|Uddoji Maratha Campus|20.01933|73.76477
1347|Nashik Road Depot|Nashik|Durgamata Mandir (U)|19.97746|73.84040
1348|Nashik Road Depot|Nashik|Rishirup Polymers|20.00480|73.73499
1349|Nashik Road Depot|Nashik|Vasali Gaon Phata|19.97538|73.68983
1350|Nashik Road Depot|Nashik|Dugaon Phata|20.06981|73.68355
1351|Nashik Road Depot|Nashik|R.T.O Corner (D)|20.03251|73.80302
1352|Nashik Road Depot|Nashik|R.T.O Corner Towards Agra Road|20.03285|73.80381
1353|Tapovan Depot|Nashik|Dudh Dairy (D)|19.99483|73.76532
1354|Nashik Road Depot|Nashik|R.T.O. Office|20.03248|73.79535
1355|Nashik Road Depot|Nashik|Mahamarg / Bhagvat Nagar|19.98690|73.78652
1356|Tapovan Depot|Nashik|Dsouza Colony (U)|20.00734|73.75856
1357|Tapovan Depot|Nashik|Dsouza Colony (D)|20.00745|73.75873
1358|Nashik Road Depot|Nashik|Rukhmini Lawns|20.01107|73.83185
1359|Nashik Road Depot|Nashik|Sadashiv Nagar|19.98277|73.77582
1360|Nashik Road Depot|Nashik|Sadhna Shala|19.96170|73.85577
1361|Nashik Road Depot|Nashik|Dongar Baba Mandir|19.93231|73.72516
1362|Nashik Road Depot|Nashik|Anuradha (D)|19.94699|73.83663
1363|Nashik Road Depot|Nashik|Dikshi|20.08916|73.96662
1364|Nashik Road Depot|Nashik|Sagar Hardware|20.06657|73.68402
1365|Nashik Road Depot|Nashik|Divya Adlas|19.98178|73.75619
1366|Nashik Road Depot|Nashik|Vinay Nagar (U)|19.98252|73.78244
1367|Nashik Road Depot|Nashik|Sahadev Nagar|20.01788|73.76552
1368|Nashik Road Depot|Nashik|Dindori Naka Peth Road|20.01189|73.79518
1369|Nashik Road Depot|Nashik|Annapurna|20.00170|73.72120
1370|Tapovan Depot|Nashik|Nagji Hospital (U)|19.98891|73.79298
1371|Nashik Road Depot|Nashik|Wasan Nagar (U)|19.95796|73.76018
1372|Tapovan Depot|Nashik|Dindori Naka (U)|20.01247|73.79579
1373|Tapovan Depot|Nashik|Dindori Naka (D)|20.01238|73.79598
1374|Nashik Road Depot|Nashik|Sahyadri Nagar|19.96244|73.76484
1375|Nashik Road Depot|Nashik|Vasant Market|20.00466|73.77072
1376|Nashik Road Depot|Nashik|DGP Nagar 1 (U)|19.96991|73.74441
1377|Tapovan Depot|Nashik|Dhruv Nagar (U)|20.01378|73.71572
1378|Nashik Road Depot|Nashik|Sai Mandir|19.97287|73.80760
1379|Nashik Road Depot|Nashik|Dr. Vasantrao Pawar House|20.02955|73.70432
1380|Nashik Road Depot|Nashik|Dhatrak Wasti|19.97813|73.92585
1381|Nashik Road Depot|Nashik|Anand Chhaya (U)|19.98900|73.72153
1382|Tapovan Depot|Nashik|Samta Nagar (U)|19.98939|73.72471
1383|Nashik Road Depot|Nashik|Ashirwad (D)|19.95954|73.83026
1384|Nashik Road Depot|Nashik|Dhatrak Phata (D)|20.02171|73.83584
1385|Nashik Road Depot|Nashik|Saidip Workshop|19.97311|73.81814
1386|Nashik Road Depot|Nashik|DGP Nagar (U)|19.96975|73.80559
1387|Nashik Road Depot|Nashik|Anjaneri|19.95331|73.58534
1388|Nashik Road Depot|Nashik|DGP|19.97143|73.74608
1389|Nashik Road Depot|Nashik|Saikheda|20.01508|74.00764
1390|Nashik Road Depot|Nashik|Saikheda Phata (U)|20.01994|73.99590
1391|Nashik Road Depot|Nashik|Sailani Baba (D)|19.97928|73.84277
